Model,Username,User_Country,User_Province,User_City,User_PostalCode,Numpublication,NumPublicationAdoption,NumPublicationHelp,NumPublicationStray,NumComment,UserAge,Work,Studies,"Marital Status",Children,Housing,"Other Pets",NumPets,Gender,Specie,Chip,Sex,Race,Age,State
PublicationAdoption,Kevin,Nicaragua,Tarragona,Cangas de Narcea,15717,682,47,367,268,1695,27,Contador,Administración y gestión de empresas,married,13,apartment,cat,17,,other,,castrated_male,Galgo húngaro (Magyar Agar),19,other
Pages,Carolyn,Nicaragua,Cuenca,Mérida,90830,4880,1373,1865,1642,1400,36,Historiador,Psicología,married,0,duplex,turtles,6,female,,,,,0,
AnimalAdoption,Donna,El Salvador,Avila,Peñarroya-Pueblonuevo,27663,2189,182,776,1231,750,99,Paramédico,Psicología,relationship,14,ground floor,hamster,3,nobinary,cat,no,unknow,Saluki,7,dead
AnimalShelter,Steven,Bolivia,León,Algeciras,66691,2069,895,1105,69,457,46,Cerrajero,Ingeniería Informatica,single,12,loft,cat,9,,bunny,yes,unknow,Sabueso de Transilvania,5,other
Pages,Roy,Nicaragua,Mallorca,Jumilla,74683,1963,311,816,836,750,89,Físico,Trabajo y atención social,divorced,14,,other,14,nobinary,,,,,0,
AnimalShelter,John,Colombia,Salamanca,Lorca,92692,4252,1356,1279,1617,212,48,Botánico,Criminología,divorced,13,detached house,snake,7,,snake,no,castrated_male,Schnauzer gigante (Riesenschnauzer),7,vet
Pages,Boyd,Ecuador,A Coruña,Lora del Río,14654,3245,1225,1486,534,1040,1,Matemático,Ingeniería química,,1,,cat,14,,,,,,0,
Pages,David,India,Granada,Llívia,75951,1187,377,598,212,427,11,Filólogo,Tecnologías de la información y comunicación,,5,attic,cat,20,nobinary,,,,,0,
AnimalAdoption,Barbara,Singapur,Murcia,Simancas,22881,3749,1608,1893,248,876,74,Matemático,"Negocios y administración, programas multidisciplinarios o generales",divorced,17,triplex,bunny,4,other,snake,yes,unknow,Staffordshire bull terrier,14,foster
Animal,Randall,Reino Unido,Jaén,,36692,4946,1255,1967,1724,346,55,Químico,Contabilidad y fiscalización,,20,apartment,cat,3,,hamster,,unknow,Scottish terrier,18,foster
PublicationAdoption,Mary,Peru,Las Palmas de Gran Canaria,El Puerto de Santa María,75271,2240,633,1571,36,1803,16,Químico,"Negocios y administración, programas multidisciplinarios o generales",married,6,duplex,,3,nobinary,turtles,unknown,neutered_female,Terrier galés,11,adopted
Pages,Michael,Ecuador,La Rioja,Dos Hermanas,67347,3167,1573,968,626,767,87,Computista,Economía,,18,studio,,0,other,,,,,0,
Animal,Stephane,Panama,Mallorca,Puerto Real,73817,4188,1878,1383,927,1294,14,Historiador,Tecnologías de la información y comunicación,single,4,duplex,,0,female,turtles,unknown,unknow,Elkhound Noruego,4,healthy
PublicationAdoption,Neil,Malta,Vizcaya,Catalonia,96349,2299,144,155,2000,1927,6,Médico cirujano,Economía,divorced,6,duplex,bunny,19,,hamster,unknown,intact_female,Jack Russell terrier,9,other
Animal,Cheryl,Nicaragua,A Coruña,Badalona,15931,2148,92,857,1199,75,64,Matemático,ESO,relationship,16,flat,other,8,,other,no,castrated_male,Ridgeback de Tailandia,19,foster
AnimalShelter,Wanda,Guinea Ecuatorial,Girona,Málaga,95941,3584,1827,1370,387,1368,67,Arquitecto,"Negocios y administración, programas multidisciplinarios o generales",separated,8,semi-detached house,dog,9,female,cat,unknown,castrated_male,Kooiker,11,dead
Pages,John,Venezuela,Alava,Jaén,75319,2462,1646,105,711,999,67,Arquitecto,Contabilidad y fiscalización,divorced,20,studio,other,9,nobinary,,,,,0,
Animal,Christy,Francia,Lanzarote,Guernica,31445,2589,768,1160,661,1446,29,Geógrafo,Criminología,divorced,2,detached house,bunny,16,male,dog,yes,unknow,Braco Alemán de pelo corto,15,unknown
AnimalShelter,Mark,Uruguay,Lérida,Tortosa,61136,2419,1119,567,733,43,52,Electricista,ESO,,4,detached house,,10,male,other,no,intact_male,Cane da Pastore Maremmano-Abruzzese,13,foster
AnimalShelter,Felicia,Pakistan,El Hierro,Aranjuez,63086,1767,1304,22,441,1475,0,Botánico,Trabajo y atención social,relationship,7,detached house,dog,7,female,snake,yes,intact_male,Shikoku,10,foster
Pages,Martin,Paraguay,Ceuta,Cantabria,96330,1370,5,496,869,903,4,Enfermero,Contabilidad y fiscalización,single,10,ground floor with garden,bunny,16,female,,,,,0,
PublicationAdoption,Aurora,Ecuador,Palencia,El Escorial,26876,2401,849,885,667,1629,49,Técnico de sonido,"Negocios y administración, programas multidisciplinarios o generales",,9,apartment,turtles,20,other,dog,,castrated_male,Alaskan malamute,20,dead
AnimalAdoption,Katherine,India,Mallorca,Salamanca,36620,2313,718,945,650,563,12,Profesor,Ingeniería química,married,15,bungalows,other,17,female,turtles,no,intact_male,Gran Gascón Saintongeois,3,unknown
AnimalAdoption,Maria,Costa Rica,La Palma,Girona,85219,3005,426,1975,604,1248,25,Técnico de sonido,Sociología y antropología,,11,flat,snake,2,male,bunny,no,intact_female,Golden Retriever,13,sick
Animal,Matthew,Honduras,Valencia,Martos,67829,2761,607,1155,999,791,27,Secretaria,Tecnologías de la información y comunicación,divorced,0,terraced house,turtles,12,,bunny,,castrated_male,Sabueso de Schiller (Schillerstovare),9,other
PublicationAdoption,Thomas,Republica Dominicana,Navarra,Asturias,61192,3283,1813,120,1350,1304,98,Paramédico,Contabilidad y fiscalización,married,20,apartment,turtles,12,nobinary,hamster,yes,unknow,Bosnian Hound,11,adopted
AnimalShelter,Victor,Pakistan,Valencia,Ourense,84659,3989,1276,904,1809,738,25,Médico cirujano,Ingeniería Informatica,separated,6,ground floor,other,1,female,snake,yes,unknow,Cane da Pastore Maremmano-Abruzzese,7,dead
AnimalAdoption,Patrick,Mexico,La Palma,Santander,20159,1662,238,1305,119,1179,99,Matemático,Economía,separated,7,semi-detached house,cat,18,nobinary,bunny,no,intact_male,Border terrier,12,sick
AnimalShelter,Richard,Francia,Cantabria,Santurtzi,95104,2795,693,734,1368,605,26,Contador,Ingeniería mecánica y metalurgia,single,5,flat,,16,nobinary,turtles,unknown,castrated_male,Sabueso del Tirol,9,unknown
PublicationAdoption,Susan,Peru,Menorca,San Fernando,20009,2007,1106,43,858,308,93,Carpintero,Bellas artes,relationship,10,,dog,7,female,other,yes,unknow,Chin,1,unknown
AnimalShelter,Carl,Singapur,Lanzarote,Almendralejo,81147,4494,1627,1861,1006,1571,38,,Bellas artes,separated,11,attic,snake,9,nobinary,dog,unknown,intact_male,Austrian Black & Tan Hound,1,unknown
Pages,Arminda,Pakistan,Mallorca,Guadalajara,47778,2893,748,1423,722,1999,60,Artesano,Bachillerato,single,3,terraced house,cat,1,other,,,,,0,
Pages,Charles,India,Zamora,,35290,2167,557,1119,491,1244,50,Contador,Sociología y antropología,,0,loft,turtles,7,,,,,,0,
AnimalAdoption,William,Colombia,Málaga,Santa Coloma de Gramenet,27460,3389,707,1280,1402,338,49,Secretaria,Bellas artes,single,8,bungalows,snake,2,male,other,yes,neutered_female,Borzoi,14,other
AnimalAdoption,Blanche,Francia,Cuenca,Guadalajara,93063,1221,326,321,574,1271,55,Técnico de sonido,Economía,single,0,ground floor with garden,dog,10,nobinary,cat,yes,intact_male,Basset Hound,5,unknown
Animal,Deandre,Pakistan,Valencia,A Coruña,20472,2780,797,1406,577,697,76,Cocinero,Ingeniería Informatica,separated,14,terraced house,snake,18,,hamster,unknown,castrated_male,Cao de Fila de Sao Miguel,16,unknown
PublicationAdoption,Donald,Reino Unido,Orense,Don Benito,72806,3309,1168,820,1321,13,86,Frutero,Tecnologías de la información y comunicación,,10,studio,,2,,dog,unknown,castrated_male,Mastín Español,15,unknown
AnimalAdoption,Diana,Peru,Toledo,Pontevedra,38284,1384,1054,330,0,604,61,Enfermero,Ingeniería Informatica,relationship,20,quadplex,hamster,7,,snake,yes,intact_male,Irish Water Spaniel,6,healthy
Animal,James,Pakistan,Salamanca,Córdoba,82151,5202,1725,1829,1648,425,25,Contador,Sociología y antropología,separated,2,attic,turtles,5,female,snake,,intact_female,Spinone Italiano,1,other
PublicationAdoption,Kathleen,Pakistan,Alava,Valladolid,42379,2922,31,1057,1834,384,96,Bibliotecólogo,Mercadotecnia y publicidad,,17,semi-detached house,turtles,6,female,snake,unknown,neutered_female,Cocker Spaniel Americano,1,dead
AnimalShelter,Daniel,Colombia,La Palma,San Martín del Rey Aurelio,98812,2400,270,1481,649,1213,74,Frutero,Tecnologías de la información y comunicación,single,12,duplex,hamster,12,nobinary,other,no,neutered_female,Spaniel de Pont Audemer,12,other
PublicationAdoption,Kenneth,Guinea Ecuatorial,Gran Canaria,Trujillo,37614,1404,471,648,285,136,10,Periodista,Tecnología y protección del medio ambiente,separated,15,studio,dog,12,other,other,,intact_male,Kai,17,sick
PublicationAdoption,Mary,Singapur,Cáceres,Jerez de la Frontera,73694,3133,929,211,1993,828,53,Farmacólogo,Tecnologías de la información y comunicación,single,1,attic,dog,3,,bunny,no,intact_female,Bull terrier,8,sick
AnimalAdoption,Doris,Cuba,Burgos,Tomelloso,58110,3834,1058,1179,1597,906,36,Cerrajero,Negocios y comercio,single,3,apartment,snake,12,other,other,unknown,intact_male,Boyero de las Ardenas,13,foster
AnimalAdoption,Sherry,Venezuela,Menorca,Valdepeñas,65073,1128,196,659,273,350,20,Mecánico,Administración y gestión de empresas,relationship,10,terraced house,bunny,2,,turtles,no,unknow,Viejo Pointer Danés (Old Danish Pointer),7,healthy
Pages,Marilyn,Francia,Guipuzcoa,Melilla,38103,1359,436,144,779,803,27,Cocinero,Ciencias políticas,,14,ground floor with garden,,11,,,,,,0,
Animal,Julia,Alemania,Mallorca,Donostia–San Sebastián,94168,2315,1455,255,605,1204,54,Músico,Bachillerato,married,15,semi-detached house,hamster,0,nobinary,bunny,no,castrated_male,Boyero de Entlebuch,12,dead
PublicationAdoption,Jeffrey,Nicaragua,Madrid,Lleida,66770,1750,1499,89,162,1033,93,Frutero,Bellas artes,single,11,quadplex,turtles,9,other,snake,yes,neutered_female,Broholmer,4,dead
PublicationAdoption,Stephen,Alemania,Orense,Gijón,90524,2982,92,1073,1817,402,7,Arquitecto,Economía,single,7,bungalows,other,16,nobinary,snake,unknown,intact_female,Vizsla,13,adopted
AnimalAdoption,Douglas,Argentina,Alicante,Jerez de la Frontera,75834,2716,1929,585,202,1354,95,Lechero,Contabilidad y fiscalización,,8,ground floor with garden,dog,3,,other,,neutered_female,Sabueso de Schiller (Schillerstovare),9,sick
Pages,Frances,India,Guipuzcoa,Palencia,33514,5027,1439,1792,1796,621,97,Carpintero,Negocios y comercio,single,13,ground floor with garden,cat,8,other,,,,,0,
PublicationAdoption,Shelly,Panama,Cáceres,Ourense,59872,1972,1199,462,311,742,89,Músico,Ingeniería mecánica y metalurgia,married,1,semi-detached house,bunny,0,other,dog,unknown,unknow,Gran Danés (Dogo Aleman),11,other
PublicationAdoption,Mayra,El Salvador,Valencia,Guadix,59109,2727,432,1219,1076,1372,4,Electricista,Administración y gestión de empresas,relationship,18,studio,bunny,10,other,dog,,intact_female,Braco Alemán de pelo duro,9,foster
Pages,Katherine,Bolivia,Málaga,Puente-Genil,77370,2945,1241,426,1278,1986,18,Arquitecto,Tecnología y protección del medio ambiente,,3,loft,,16,,,,,,0,
Animal,Velma,Argentina,Guadalajara,Aragon,17023,2114,36,1189,889,1241,17,,Negocios y comercio,relationship,2,loft,snake,5,other,cat,,unknow,Sarplaninac,13,vet
PublicationAdoption,Jennifer,Venezuela,Huesca,,86589,1255,633,428,194,1381,41,Cerrajero,Bachillerato,single,3,ground floor,hamster,3,nobinary,dog,no,intact_male,Landseer,14,adopted
AnimalShelter,Jessica,Francia,Sevilla,Almendralejo,31237,3270,124,1573,1573,806,15,Arquitecto,Bellas artes,,6,ground floor,cat,11,nobinary,hamster,no,neutered_female,Landseer,15,unknown
Animal,Kenneth,Colombia,Salamanca,Tarragona,57231,3926,868,1480,1578,792,97,Biólogo,Negocios y comercio,relationship,20,,cat,17,other,turtles,unknown,neutered_female,English Foxhound,15,adopted
Animal,Martin,Colombia,Huelva,Bujalance,13595,2584,1185,603,796,1539,2,Electricista,Economía,single,17,studio,turtles,1,other,hamster,unknown,neutered_female,Austrian Black & Tan Hound,12,dead
PublicationAdoption,Kevin,Uruguay,Guadalajara,Badalona,53446,3809,1816,221,1772,1358,53,Cerrajero,Administración y gestión de empresas,separated,4,terraced house,bunny,13,female,hamster,unknown,unknow,Cavalier King Charles Spaniel,18,healthy
Pages,Debra,Peru,Huelva,Las Palmas,52366,3813,1972,1216,625,1075,44,Electricista,Tecnologías de la información y comunicación,,8,quadplex,turtles,6,,,,,,0,
Pages,Frank,El Salvador,Menorca,Murcia,66277,3323,915,1527,881,621,43,Archivólogo,"Finanzas, banca y seguros",separated,3,,,4,nobinary,,,,,0,
Pages,Felix,Mexico,Ceuta,Marchena,21394,4675,1315,1812,1548,1183,84,Frutero,Tecnología y protección del medio ambiente,single,0,triplex,hamster,13,other,,,,,0,
AnimalShelter,Rigoberto,Colombia,Granada,Segovia,68053,3213,1015,509,1689,1932,86,Botánico,Trabajo y atención social,separated,12,triplex,turtles,16,male,other,unknown,intact_female,Terrier brasilero,8,healthy
AnimalShelter,Kyle,Reino Unido,Segovia,Salamanca,43259,1732,25,701,1006,586,11,Farmacólogo,Administración y gestión de empresas,divorced,19,attic,dog,3,male,hamster,yes,intact_male,Griffon de pelo duro (Grifón Korthals),10,sick
AnimalAdoption,Julia,Honduras,Formentera,Bilbao,44663,3109,1373,439,1297,231,31,Mecánico,Bachillerato,relationship,10,flat,cat,17,male,snake,,neutered_female,Boyero de Australia,5,vet
Animal,Corinne,Nicaragua,Huesca,Chiclana de la Frontera,17339,2734,57,1000,1677,1999,10,Frutero,Bachillerato,married,1,attic,hamster,18,nobinary,other,,intact_male,Caniche Toy (Toy Poodle),12,adopted
PublicationAdoption,Enrique,Bolivia,Lugo,El Escorial,97239,2867,1065,126,1676,1153,47,Geógrafo,Magisterio,separated,12,duplex,cat,20,,turtles,no,neutered_female,Cocker Spaniel Americano,9,dead
AnimalAdoption,Jill,Uruguay,Navarra,Cornellà,92518,1754,8,1646,100,790,65,Técnico de sonido,Criminología,divorced,2,loft,bunny,5,,bunny,,unknow,Kai,15,healthy
PublicationAdoption,Mary,Paraguay,Soria,Marchena,28237,2889,1218,878,793,378,66,Archivólogo,Negocios y comercio,divorced,13,apartment,dog,15,male,turtles,unknown,intact_male,Terrier brasilero,19,adopted
Pages,Mary,Peru,Guadalajara,Málaga,33401,2605,336,485,1784,1269,60,Electricista,Magisterio,married,10,apartment,dog,7,nobinary,,,,,0,
Pages,Madeline,España,Orense,Guadix,79011,2459,1019,79,1361,1919,100,Físico,Economía,relationship,1,flat,hamster,18,nobinary,,,,,0,
PublicationAdoption,Mary,Peru,Ibiza,Sestao,62532,3636,988,763,1885,1374,93,Lechero,Sociología y antropología,relationship,20,semi-detached house,hamster,5,nobinary,hamster,unknown,unknow,Setter Inglés,10,foster
AnimalAdoption,Marion,Costa Rica,Guipuzcoa,Mieres,56386,1555,323,789,443,1672,73,Enfermero,Ingeniería química,separated,16,terraced house,cat,3,nobinary,cat,,intact_female,Boyero de las Ardenas,19,other
PublicationAdoption,Larry,Paraguay,León,Santa Coloma de Gramenet,18818,2704,1028,738,938,442,21,Físico,"Finanzas, banca y seguros",single,1,bungalows,bunny,17,male,cat,,intact_female,Spinone Italiano,2,adopted
AnimalAdoption,Heidi,Republica de Irlanda,El Hierro,Málaga,80071,4016,1219,1848,949,927,54,Psicólogo,Derecho,single,20,flat,cat,2,nobinary,snake,no,intact_male,Bloodhound (Sabueso de San Huberto),3,vet
PublicationAdoption,David,Republica Dominicana,Cantabria,Córdoba,22520,2753,1224,298,1231,1310,30,Paleontólogo,Ingeniería mecánica y metalurgia,,6,ground floor,turtles,1,female,snake,unknown,castrated_male,Cao de Fila de Sao Miguel,15,sick
PublicationAdoption,Merry,Nicaragua,Barcelona,Torrelavega,29585,3211,1376,1774,61,1479,80,Secretaria,Mercadotecnia y publicidad,relationship,8,ground floor,other,18,other,bunny,unknown,castrated_male,Epagneul Picard,17,unknown
Animal,Olga,Mexico,Girona,Murcia,58491,2673,1377,39,1257,1633,12,Físico,Economía,relationship,1,ground floor,snake,19,male,turtles,unknown,unknow,Irish Glen of Imaal terrier,18,vet
Pages,Rachel,Reino Unido,Málaga,Guadalupe,96110,3721,1649,429,1643,823,88,Psicólogo,Economía,separated,9,loft,bunny,19,male,,,,,0,
Pages,George,India,Zaragoza,Melilla,23398,4737,1686,1339,1712,766,68,Psicólogo,Trabajo y atención social,relationship,16,detached house,hamster,0,other,,,,,0,
Pages,Sergio,Panama,Guadalajara,Girona,87290,4816,1970,1127,1719,1957,27,Artesano,"Finanzas, banca y seguros",,11,ground floor with garden,other,17,male,,,,,0,
Pages,Gertrude,Peru,A Coruña,Alcalá de Henares,76594,2746,1410,340,996,292,2,Mecánico,Administración y gestión de empresas,separated,9,quadplex,snake,14,other,,,,,0,
Pages,Laura,Paraguay,Menorca,Santurtzi,47768,1634,436,795,403,303,33,Geógrafo,Bachillerato,divorced,18,flat,,7,other,,,,,0,
Animal,James,Uruguay,El Hierro,Ciudad Real,96389,1957,309,1395,253,1294,53,Mecánico,Tecnologías de la información y comunicación,separated,16,terraced house,dog,4,male,hamster,,intact_female,Frisian Pointer,19,foster
Animal,Bobbi,Guatemala,Córdoba,Ortigueira,62359,2756,311,764,1681,437,63,Frutero,Administración y gestión de empresas,separated,5,triplex,,4,,bunny,unknown,intact_male,Cavalier King Charles Spaniel,0,adopted
AnimalAdoption,Mark,Peru,Granada,Puertollano,93926,2307,429,1299,579,1249,43,Abogado,Mercadotecnia y publicidad,single,0,terraced house,,17,nobinary,cat,yes,neutered_female,Galgo Italiano,1,adopted
Animal,Elizabeth,Costa Rica,Alicante,El Puerto de Santa María,31732,1177,665,227,285,1646,96,Archivólogo,Negocios y comercio,separated,5,attic,snake,12,female,hamster,unknown,castrated_male,Husky Siberiano (Siberian Husky),18,unknown
AnimalAdoption,Philip,Republica de Irlanda,Soria,Morón de la Frontera,41177,3500,1276,1728,496,969,6,Bibliotecólogo,Ingeniería mecánica y metalurgia,relationship,16,ground floor with garden,dog,2,,hamster,,unknow,Braco Italiano,19,unknown
AnimalShelter,William,Chile,Jaén,Jerez de la Frontera,40387,3381,713,1913,755,1778,35,Químico,"Finanzas, banca y seguros",relationship,2,apartment,,13,nobinary,bunny,,intact_male,Sabueso Francés blanco y negro,2,healthy
AnimalShelter,Donna,Panama,Burgos,Arcos de la Frontera,28547,3016,905,1805,306,852,5,Enfermero,Mercadotecnia y publicidad,divorced,9,duplex,hamster,4,female,dog,unknown,intact_female,Braco de Bourbonnais,0,other
AnimalAdoption,Henry,Costa Rica,Granada,Mondoñedo,81383,2507,1167,1098,242,946,26,Carpintero,Ingeniería Informatica,relationship,17,detached house,dog,12,,other,no,unknow,Laika Ruso Europeo,3,healthy
Pages,Jimmy,Guatemala,Asturias,Guadalupe,10287,2553,1090,1196,267,870,93,Arquitecto,Criminología,separated,20,apartment,dog,11,nobinary,,,,,0,
PublicationAdoption,Alex,Colombia,Madrid,Maó,86863,3357,1345,1457,555,1643,70,Carpintero,ESO,married,2,attic,hamster,12,other,turtles,unknown,castrated_male,Irish Wolfhound,2,foster
Pages,Robert,Francia,Valencia,Guernica,88637,2207,112,1262,833,1361,90,Físico,Trabajo y atención social,,0,semi-detached house,hamster,9,nobinary,,,,,0,
AnimalAdoption,Ana,Nicaragua,Toledo,Barcelona,58329,1625,924,573,128,1034,77,Contador,Mercadotecnia y publicidad,separated,10,semi-detached house,turtles,16,,dog,yes,intact_male,Alaskan malamute,12,vet
Animal,Ray,Panama,Girona,Toro,66963,2529,142,472,1915,357,11,Químico,Psicología,single,15,detached house,cat,2,other,other,,castrated_male,Foxhound Inglés,20,other
Pages,Patrick,Pakistan,Tenerife,Cabra,51991,2080,710,674,696,1363,47,Computista,Tecnología y protección del medio ambiente,single,12,terraced house,cat,11,,,,,,0,
Pages,Cristina,Francia,Alicante,Madrid,47537,2724,624,863,1237,1870,66,Biólogo,Economía,separated,4,terraced house,snake,6,nobinary,,,,,0,
PublicationAdoption,Casey,El Salvador,Valladolid,Guipúzcoa,18479,2702,769,1796,137,628,96,Politólogo,Negocios y comercio,relationship,17,loft,cat,20,,hamster,no,intact_female,Bulldog americano,2,sick
AnimalAdoption,Alfred,Nicaragua,Tarragona,Tineo,47809,2505,690,1334,481,1492,53,,"Finanzas, banca y seguros",relationship,18,loft,cat,6,male,cat,no,unknow,Gran Gascón Saintongeois,10,foster
AnimalAdoption,Sam,Nicaragua,Formentera,Puente-Genil,94730,3025,1110,1032,883,1557,37,Filólogo,Tecnologías de la información y comunicación,married,4,detached house,,4,other,hamster,no,castrated_male,Collie Barbudo,19,adopted
Pages,Vicenta,Peru,Las Palmas de Gran Canaria,Manresa,29931,3395,1344,600,1451,196,84,Secretaria,Psicología,married,16,quadplex,other,10,,,,,,0,
Animal,Sam,Reino Unido,Navarra,Linares,83530,1807,620,20,1167,984,94,Cerrajero,Mercadotecnia y publicidad,separated,7,terraced house,,20,,snake,unknown,unknow,Cirneco del Etna,3,healthy
AnimalAdoption,Ethel,Panama,Toledo,Jaén,35704,404,77,313,14,409,95,Sociólogo,Derecho,married,4,terraced house,snake,10,male,dog,unknown,neutered_female,Ariegeois,8,other
AnimalAdoption,Essie,Pakistan,Soria,Sanlúcar de Barrameda,44243,3394,1623,736,1035,535,71,Físico,Derecho,single,5,quadplex,turtles,12,male,cat,,unknow,Braco Alemán de pelo corto,13,sick
PublicationAdoption,Duane,Pakistan,Soria,Ribeira,30432,3417,1198,524,1695,679,0,Mecánico,"Negocios y administración, programas multidisciplinarios o generales",married,2,ground floor,,16,nobinary,turtles,yes,castrated_male,Terrier negro ruso,5,unknown
Animal,Douglas,Republica de Irlanda,Cádiz,El Puerto de Santa María,86795,3955,1913,308,1734,727,33,Biólogo,Negocios y comercio,married,16,triplex,dog,7,nobinary,other,yes,unknow,Black and Tan Coonhound,13,foster
AnimalAdoption,Fredericka,Cuba,Cantabria,Tomelloso,47740,3875,1855,184,1836,767,68,Secretaria,Ciencias políticas,,18,detached house,turtles,9,nobinary,hamster,,castrated_male,Boyero de Montaña Bernes,13,vet
Pages,Randall,Cuba,Gran Canaria,Jaca,28194,1474,779,376,319,1391,34,Músico,Derecho,divorced,10,loft,other,18,nobinary,,,,,0,
PublicationAdoption,Diana,Colombia,Cantabria,Vilalba,99933,3680,750,1224,1706,1127,73,Paleontólogo,Tecnologías de la información y comunicación,separated,16,flat,,7,female,other,yes,castrated_male,Weimaraner,11,sick
AnimalShelter,Deborah,Uruguay,Las Palmas de Gran Canaria,Barcelona,22261,4350,770,1895,1685,649,65,Farmacólogo,Administración y gestión de empresas,divorced,1,attic,,15,nobinary,turtles,unknown,intact_male,Boyero de Appenzell,17,dead
Pages,Hal,Guatemala,Fuerteventura,Cantabria,85602,1390,176,958,256,643,19,Paramédico,Derecho,relationship,0,studio,snake,16,,,,,,0,
Animal,Phillis,Argentina,Segovia,Montilla,85332,4383,1286,1775,1322,1931,8,Secretaria,Trabajo y atención social,relationship,17,ground floor with garden,dog,1,other,hamster,unknown,intact_female,Affenpinscher,20,unknown
Animal,Laurice,Francia,Córdoba,Telde,70123,1869,44,1303,522,1763,69,Archivólogo,Ingeniería mecánica y metalurgia,relationship,11,studio,turtles,18,nobinary,cat,yes,unknow,Border terrier,1,healthy
Pages,Jared,Panama,Lugo,Mondoñedo,66772,2979,739,839,1401,119,18,Contador,Sociología y antropología,,7,duplex,,11,female,,,,,0,
PublicationAdoption,John,Chile,Ceuta,Sestao,34674,3581,938,1510,1133,1522,69,Geógrafo,Bachillerato,married,17,loft,hamster,8,nobinary,dog,no,unknow,English Springer Spaniel,0,sick
AnimalAdoption,Cynthia,Ecuador,Asturias,Córdoba,54376,2199,321,841,1037,628,42,Cerrajero,Ingeniería química,relationship,1,studio,hamster,7,nobinary,cat,yes,intact_male,Spaniel Azul de Picardía,0,adopted
PublicationAdoption,Bryan,El Salvador,Girona,Jaén,42976,2648,755,968,925,456,9,Profesor,Contabilidad y fiscalización,separated,10,duplex,bunny,12,,hamster,yes,castrated_male,Ovejero alemán,15,other
PublicationAdoption,Jerry,Paraguay,Salamanca,Gijón,91596,4275,1439,1160,1676,1198,16,Cerrajero,Bellas artes,divorced,1,quadplex,cat,2,male,hamster,no,intact_female,Cocker Spaniel Americano,18,adopted
Animal,Conrad,Singapur,Las Palmas de Gran Canaria,Ourense,24191,3482,238,1711,1533,1357,35,Músico,Bellas artes,divorced,11,attic,dog,5,other,other,,neutered_female,Sabueso de Schiller (Schillerstovare),2,vet
Pages,Rene,Bolivia,Castellón,Guernica,94745,4290,1971,1652,667,919,25,Electricista,Magisterio,married,0,ground floor with garden,other,8,female,,,,,0,
PublicationAdoption,Valentine,Colombia,Valladolid,Carballo,34923,2919,899,1351,669,957,71,Abogado,Trabajo y atención social,single,11,detached house,,16,other,dog,yes,intact_female,Griffon Nivernais,5,dead
AnimalAdoption,Miriam,Guinea Ecuatorial,Mallorca,Huelva,41605,3922,1747,1060,1115,1500,18,Enfermero,Bachillerato,married,2,ground floor with garden,snake,15,other,turtles,,intact_female,Flat Coated Retriever,11,vet
Pages,Mark,Nicaragua,Albacete,Dos Hermanas,95214,2294,372,716,1206,866,32,Historiador,Mercadotecnia y publicidad,divorced,17,quadplex,bunny,7,female,,,,,0,
Animal,Betty,Paraguay,Lérida,Zamora,18645,2013,160,1014,839,1863,12,Botánico,Criminología,married,10,,hamster,8,,hamster,unknown,castrated_male,Hokkaido,3,unknown
PublicationAdoption,Joan,Chile,Valladolid,Carmona,34713,3110,223,1256,1631,1894,19,Lechero,Mercadotecnia y publicidad,,3,ground floor,turtles,10,other,other,unknown,intact_female,Ridgeback de Tailandia,7,vet
Pages,Goldie,Pakistan,Mallorca,Vigo,46413,3012,1872,398,742,1501,91,Secretaria,Negocios y comercio,married,20,bungalows,other,18,female,,,,,0,
AnimalAdoption,Stephen,Costa Rica,Palencia,Guadalajara,83528,2258,591,5,1662,948,56,Médico cirujano,Tecnologías de la información y comunicación,relationship,13,bungalows,other,3,male,turtles,no,castrated_male,Terrier brasilero,20,sick
AnimalAdoption,Andrea,Alemania,Madrid,Lleida,43575,4038,1210,1086,1742,570,4,Músico,"Finanzas, banca y seguros",married,3,apartment,snake,17,other,turtles,,intact_male,Clumber Spaniel,9,sick
PublicationAdoption,Moises,Pakistan,Ciudad Real,Girona,65355,3311,627,1037,1647,1013,81,Filólogo,Psicología,single,19,studio,other,2,nobinary,cat,yes,neutered_female,Sabueso Yugoslavo tricolor,11,sick
PublicationAdoption,Ronald,Pakistan,Zaragoza,Priego de Córdoba,21820,1406,141,994,271,360,9,Técnico de sonido,Economía,relationship,17,apartment,turtles,15,nobinary,cat,no,intact_female,Gran Boyero Suizo,20,sick
PublicationAdoption,Greta,India,Huelva,Cáceres,46329,1790,122,1323,345,468,99,Ingeniero,Contabilidad y fiscalización,divorced,16,semi-detached house,snake,13,nobinary,hamster,unknown,neutered_female,Schnauzer gigante (Riesenschnauzer),12,dead
AnimalShelter,Leatrice,Uruguay,Castellón,Lorca,44242,2734,1001,1246,487,1667,89,Artesano,Ciencias políticas,single,17,loft,other,15,male,cat,unknown,neutered_female,Cocker Spaniel Inglés,3,foster
Animal,Mark,Paraguay,Zaragoza,Badajoz,57125,4667,1180,1862,1625,1398,46,Politólogo,ESO,divorced,14,ground floor with garden,cat,7,female,cat,unknown,intact_female,Sabueso de Transilvania,5,sick
